"","satisfaction_level","last_performance_rating","number_of_projects","avg_monthly_hours","years_at_company","had_work_accident","has_left_company","promoted_in_last_5_years","Department","salary_level"
"9345",0.73,0.55,3,149,3,0,0,0,"technical","low"
"9346",0.75,0.89,4,139,3,0,0,0,"technical","low"
"9347",0.7,0.66,4,168,3,0,0,0,"technical","low"
"9348",0.77,0.61,4,181,2,0,0,0,"support","low"
"9349",0.83,0.8,4,150,3,0,0,0,"support","low"
"9350",0.75,0.49,4,246,3,0,0,0,"support","low"
"9351",0.97,0.54,3,271,3,0,0,0,"support","medium"
"9352",0.75,0.55,5,204,3,0,0,0,"support","low"
"9353",0.66,0.84,3,170,4,0,0,0,"support","low"
"9354",0.56,0.49,3,208,3,0,0,0,"support","low"
"9355",0.77,0.98,2,226,3,0,0,0,"support","low"
"9356",0.82,0.81,3,149,3,0,0,0,"support","low"
"9357",0.85,0.59,2,264,2,0,0,0,"support","low"
"9358",0.49,0.79,5,177,2,0,0,0,"support","low"
"9359",0.24,0.87,4,262,3,0,0,0,"technical","low"
"9360",0.32,0.74,3,211,3,0,0,0,"technical","low"
"9361",0.77,0.51,4,141,3,1,0,0,"technical","low"
"9362",0.77,0.83,5,197,4,0,0,0,"management","high"
"9363",0.93,0.87,3,154,3,1,0,0,"IT","low"
"9364",0.22,0.74,5,178,5,0,0,0,"IT","low"
"9365",0.24,0.89,5,169,4,0,0,0,"IT","low"
"9366",0.99,0.99,3,228,4,0,0,0,"IT","low"
"9367",0.61,0.5,3,231,3,0,0,0,"IT","high"
"9368",0.6,0.91,4,185,3,1,0,0,"product_mng","low"
"9369",0.79,0.7,3,195,2,0,0,0,"product_mng","low"
"9370",0.94,0.62,3,147,3,0,0,0,"product_mng","low"
"9371",0.18,0.85,5,192,3,0,0,0,"product_mng","high"
"9372",0.51,0.73,5,241,3,0,0,0,"IT","low"
"9373",0.55,0.92,3,151,3,0,0,0,"RandD","medium"
"9374",0.73,0.74,3,221,3,0,0,0,"RandD","high"
"9375",0.41,0.63,5,263,3,0,0,0,"RandD","medium"
"9376",0.88,0.66,3,178,3,0,0,0,"RandD","high"
"9377",0.23,0.56,5,169,5,0,0,0,"RandD","medium"
"9378",0.78,0.56,3,271,4,0,0,0,"marketing","medium"
"9379",0.34,0.69,3,155,3,0,0,0,"marketing","medium"
"9380",0.51,0.41,2,164,4,0,0,0,"sales","medium"
"9381",0.8,0.86,3,226,2,0,0,0,"accounting","medium"
"9382",0.66,0.57,4,220,2,1,0,0,"support","medium"
"9383",0.62,0.63,5,153,6,0,0,0,"technical","medium"
"9384",0.5,0.97,2,252,4,0,0,0,"management","medium"
"9385",0.96,0.94,3,182,3,0,0,0,"marketing","high"
"9386",0.5,0.84,3,150,2,0,0,0,"marketing","low"
"9387",0.73,0.69,6,273,4,1,0,0,"marketing","medium"
"9388",0.47,0.39,6,215,5,0,0,0,"sales","medium"
"9389",0.49,0.83,3,172,2,0,0,0,"sales","medium"
"9390",0.92,0.62,3,264,2,0,0,0,"sales","medium"
"9391",0.24,0.39,5,158,2,0,0,0,"sales","medium"
"9392",0.61,0.58,4,142,4,0,0,0,"sales","medium"
"9393",0.83,0.89,4,137,3,0,0,0,"sales","medium"
"9394",0.88,0.66,4,275,3,0,0,0,"sales","medium"
"9395",0.61,0.55,3,245,3,0,0,0,"sales","medium"
"9396",0.68,0.54,4,165,4,0,0,0,"sales","high"
"9397",0.51,0.7,4,142,4,1,0,0,"sales","low"
"9398",0.88,0.58,4,215,2,0,0,0,"sales","low"
"9399",0.94,0.84,5,240,3,0,0,0,"sales","low"
"9400",0.58,0.88,4,255,3,0,0,0,"sales","high"
"9401",0.63,0.98,4,265,3,0,0,0,"sales","low"
"9402",0.81,0.49,4,285,4,0,0,0,"sales","low"
"9403",0.61,0.86,3,238,2,0,0,0,"sales","low"
"9404",0.65,0.63,3,137,3,0,0,0,"sales","high"
"9405",0.67,0.63,3,270,5,0,0,0,"sales","low"
"9406",0.64,0.62,4,145,3,1,0,0,"sales","low"
"9407",0.25,0.76,6,182,3,0,0,0,"accounting","low"
"9408",0.13,0.62,3,264,6,0,0,0,"accounting","low"
"9409",0.14,0.89,3,212,6,0,0,0,"accounting","low"
"9410",0.74,0.51,5,198,3,0,0,0,"hr","low"
"9411",0.8,0.81,5,200,3,0,0,0,"hr","low"
"9412",0.5,0.56,3,263,4,0,0,0,"hr","medium"
"9413",0.69,0.75,4,249,4,0,0,0,"hr","medium"
"9414",0.91,0.53,4,212,3,0,0,0,"technical","low"
"9415",0.8,0.51,3,159,3,0,0,0,"technical","low"
"9416",0.93,0.52,3,181,3,0,0,0,"technical","low"
"9417",0.57,0.99,3,100,4,1,0,0,"technical","low"
"9418",0.51,0.58,2,218,2,1,0,0,"technical","low"
"9419",0.98,0.54,4,178,3,0,0,0,"technical","low"
"9420",0.85,0.83,4,219,3,0,0,0,"technical","low"
"9421",0.73,0.56,5,239,3,0,0,0,"technical","low"
"9422",0.97,0.9,3,255,2,0,0,0,"technical","low"
"9423",0.52,0.61,4,163,2,0,0,0,"technical","low"
"9424",0.31,0.38,3,173,2,0,0,0,"technical","low"
"9425",0.49,0.77,3,147,3,0,0,0,"support","low"
"9426",0.81,0.44,4,166,4,1,0,0,"support","low"
"9427",0.52,0.8,5,209,2,0,0,0,"support","low"
"9428",0.69,0.56,5,271,3,0,0,0,"support","low"
"9429",0.7,0.74,3,253,4,1,0,0,"support","low"
"9430",0.65,0.85,4,233,2,0,0,0,"support","low"
"9431",0.54,0.71,2,194,2,0,0,0,"support","low"
"9432",0.57,0.49,2,237,2,0,0,0,"support","low"
"9433",0.78,0.9,4,238,2,0,0,0,"support","low"
"9434",0.99,0.92,4,212,3,0,0,0,"support","low"
"9435",0.57,0.83,5,189,3,0,0,0,"support","low"
"9436",0.33,0.58,3,115,3,0,0,0,"technical","low"
"9437",0.97,0.58,4,159,3,0,0,0,"technical","low"
"9438",0.95,0.58,5,133,3,0,0,0,"technical","low"
"9439",0.69,0.83,5,225,3,0,0,0,"management","low"
"9440",0.97,0.91,2,112,5,0,0,0,"IT","low"
"9441",0.4,0.59,3,111,4,1,0,0,"IT","low"
"9442",0.67,0.71,4,178,6,0,0,0,"IT","low"
"9443",0.96,0.58,5,178,3,0,0,0,"IT","low"
"9444",0.49,0.95,2,181,4,1,0,0,"IT","low"
"9445",0.56,0.66,3,139,2,0,0,0,"product_mng","low"
"9446",0.99,0.78,2,177,4,0,0,0,"product_mng","low"
"9447",0.49,0.88,4,270,3,0,0,0,"product_mng","low"
"9448",0.53,0.69,4,135,3,0,0,0,"product_mng","low"
"9449",0.75,0.5,4,166,4,0,0,0,"IT","low"
"9450",0.51,0.89,3,230,4,0,0,0,"marketing","low"
"9451",0.65,0.9,3,163,3,1,0,0,"marketing","medium"
"9452",0.45,0.66,2,236,3,0,0,0,"marketing","medium"
"9453",0.98,0.91,3,264,4,1,0,0,"marketing","medium"
"9454",0.9,0.74,3,185,2,0,0,0,"marketing","medium"
"9455",0.37,0.62,4,253,2,0,0,0,"marketing","medium"
"9456",0.52,0.99,4,253,3,0,0,0,"marketing","medium"
"9457",0.96,0.78,3,135,3,0,0,0,"sales","medium"
"9458",0.99,0.7,2,182,4,0,0,0,"accounting","medium"
"9459",0.66,0.56,5,202,3,0,0,0,"support","medium"
"9460",0.84,0.54,5,186,2,0,0,0,"technical","medium"
"9461",0.16,0.87,5,163,3,0,0,0,"management","medium"
"9462",0.75,0.59,3,242,3,0,0,0,"marketing","medium"
"9463",0.52,0.74,3,160,2,0,0,0,"marketing","high"
"9464",0.86,0.86,3,173,3,0,0,0,"marketing","low"
"9465",0.75,0.53,3,154,2,0,0,0,"sales","medium"
"9466",0.73,0.99,3,160,3,0,0,0,"sales","medium"
"9467",0.98,0.84,3,139,2,0,0,0,"sales","medium"
"9468",0.8,0.84,3,251,3,0,0,0,"sales","medium"
"9469",0.18,0.48,4,176,4,1,0,0,"sales","low"
"9470",0.37,0.72,2,163,3,0,0,0,"sales","low"
"9471",0.97,0.86,3,257,4,0,0,0,"sales","low"
"9472",0.56,0.68,4,159,3,0,0,0,"sales","low"
"9473",0.32,0.65,2,183,3,0,0,0,"sales","low"
"9474",0.63,0.88,4,260,2,0,0,0,"sales","low"
"9475",0.36,0.78,6,151,3,0,0,0,"sales","low"
"9476",0.75,0.49,4,246,3,1,0,0,"sales","low"
"9477",0.42,0.86,3,160,4,1,0,0,"sales","low"
"9478",0.96,0.66,3,155,2,0,0,0,"sales","low"
"9479",0.62,0.78,5,250,6,0,0,0,"sales","low"
"9480",0.78,0.96,2,174,3,0,0,0,"sales","low"
"9481",0.93,0.89,3,262,2,0,0,0,"sales","low"
"9482",0.93,0.87,4,257,2,0,0,0,"sales","low"
"9483",0.45,0.42,4,140,2,0,0,0,"sales","low"
"9484",0.44,0.56,3,123,3,0,0,0,"accounting","medium"
"9485",0.57,0.55,3,264,2,0,0,0,"accounting","medium"
"9486",0.77,0.51,2,254,5,0,0,0,"accounting","medium"
"9487",0.6,0.98,4,205,4,0,0,0,"hr","medium"
"9488",0.25,0.94,6,199,4,0,0,0,"hr","medium"
"9489",0.59,0.43,3,171,3,0,0,0,"hr","medium"
"9490",0.29,0.57,5,98,5,0,0,0,"hr","medium"
"9491",0.5,0.95,3,166,4,1,0,0,"technical","low"
"9492",0.91,0.94,4,264,4,0,0,0,"technical","low"
"9493",0.78,0.65,3,176,2,0,0,0,"technical","low"
"9494",0.73,0.76,2,166,3,0,0,0,"technical","low"
"9495",0.51,0.59,4,169,3,0,0,0,"technical","low"
"9496",0.65,0.82,4,257,3,0,0,0,"technical","low"
"9497",0.25,0.87,3,265,4,0,0,0,"technical","low"
"9498",0.5,0.63,5,167,2,0,0,0,"technical","low"
"9499",0.53,0.58,4,134,2,0,0,0,"technical","low"
"9500",0.57,0.76,2,176,3,0,0,0,"technical","low"
"9501",0.77,0.91,5,274,3,0,0,0,"technical","low"
"9502",0.94,0.77,3,201,3,0,0,0,"support","low"
"9503",0.5,0.53,3,121,4,0,0,0,"support","low"
"9504",0.47,0.57,3,97,4,0,0,0,"support","low"
"9505",0.92,0.54,4,217,4,0,0,0,"support","low"
"9506",0.9,0.87,3,220,3,0,0,0,"support","low"
"9507",0.54,0.46,2,98,4,0,0,0,"support","low"
"9508",0.58,0.97,5,265,3,0,0,0,"support","low"
"9509",0.95,0.87,3,201,3,0,0,0,"support","low"
"9510",0.52,0.71,3,151,3,0,0,0,"support","low"
"9511",0.83,0.51,4,199,3,0,0,0,"support","low"
"9512",0.54,0.92,4,175,3,0,0,0,"support","low"
"9513",0.8,0.85,5,253,3,1,0,0,"technical","low"
"9514",0.52,0.57,3,183,2,0,0,0,"technical","low"
"9515",0.83,0.8,5,223,3,0,0,0,"technical","low"
"9516",0.74,0.55,5,168,4,0,0,0,"management","low"
"9517",0.87,0.71,5,244,2,0,0,0,"IT","low"
"9518",0.45,0.87,2,268,4,1,0,0,"IT","low"
"9519",0.72,0.72,4,218,4,0,0,0,"IT","low"
"9520",0.27,0.85,2,277,6,1,0,0,"IT","low"
"9521",0.51,0.88,5,225,2,1,0,0,"IT","low"
"9522",0.55,0.55,4,257,3,0,0,0,"product_mng","low"
"9523",0.89,0.69,4,170,3,0,0,0,"product_mng","low"
"9524",0.85,0.86,3,179,3,0,0,0,"product_mng","low"
"9525",0.29,0.85,4,211,2,0,0,0,"product_mng","low"
"9526",0.96,0.5,3,217,2,1,0,0,"IT","low"
"9527",0.9,0.68,3,135,3,0,0,0,"RandD","low"
"9528",0.28,0.94,6,167,3,1,0,0,"RandD","low"
"9529",0.93,0.98,4,189,3,0,0,0,"RandD","medium"
"9530",0.51,0.57,3,162,3,1,0,0,"RandD","medium"
"9531",0.97,0.76,3,193,3,0,0,0,"RandD","medium"
"9532",0.71,0.55,4,273,3,1,0,0,"RandD","medium"
"9533",0.52,0.69,6,138,5,0,0,0,"marketing","medium"
"9534",0.87,0.84,4,237,3,1,0,0,"sales","medium"
"9535",0.78,0.61,5,260,2,0,0,0,"accounting","medium"
"9536",0.57,0.82,3,149,5,1,0,0,"support","medium"
"9537",0.34,0.49,4,149,3,0,0,0,"technical","medium"
"9538",0.95,0.95,4,137,4,0,0,0,"management","medium"
"9539",0.72,0.73,5,167,3,0,0,0,"marketing","medium"
"9540",0.61,0.37,4,165,6,0,0,0,"marketing","medium"
"9541",0.39,0.39,2,131,2,0,0,0,"marketing","high"
"9542",0.72,0.59,5,138,2,0,0,0,"sales","low"
"9543",0.86,0.91,4,234,3,1,0,0,"sales","medium"
"9544",0.69,0.67,4,141,3,0,0,0,"sales","medium"
"9545",0.5,0.65,4,266,3,1,0,0,"sales","medium"
"9546",0.62,0.68,3,134,2,0,0,0,"sales","medium"
"9547",0.76,0.55,4,147,3,0,0,0,"sales","low"
"9548",0.97,0.88,4,237,4,0,0,0,"sales","low"
"9549",0.78,0.57,5,114,4,0,0,0,"sales","low"
"9550",0.81,0.89,4,166,2,1,0,0,"sales","low"
"9551",0.15,0.95,4,173,5,1,0,0,"sales","low"
"9552",0.72,0.5,3,205,3,1,0,0,"sales","low"
"9553",0.8,0.5,3,219,3,0,0,0,"sales","low"
"9554",0.76,0.74,3,173,2,0,0,0,"sales","low"
"9555",0.19,0.73,4,231,3,0,0,0,"sales","low"
"9556",0.75,0.75,5,133,2,0,0,0,"sales","low"
"9557",0.94,0.49,4,220,3,0,0,0,"sales","low"
"9558",0.93,0.59,5,158,3,0,0,0,"sales","low"
"9559",0.96,0.92,3,182,4,0,0,0,"sales","low"
"9560",0.14,0.57,6,275,5,0,0,0,"sales","low"
"9561",0.75,0.71,3,237,3,1,0,0,"accounting","low"
"9562",0.6,0.59,5,146,4,0,0,0,"accounting","low"
"9563",0.65,0.48,4,144,3,0,0,0,"accounting","low"
"9564",0.59,0.79,2,195,3,0,0,0,"hr","low"
"9565",0.93,0.78,5,191,4,0,0,0,"hr","medium"
"9566",0.5,1,3,149,2,0,0,0,"hr","medium"
"9567",0.62,0.55,4,137,3,1,0,0,"hr","medium"
"9568",0.24,0.58,3,184,5,1,0,0,"technical","medium"
"9569",0.66,0.87,4,139,3,0,0,0,"technical","medium"
"9570",0.55,0.95,4,249,4,0,0,0,"technical","medium"
"9571",0.91,0.66,3,168,3,0,0,0,"technical","medium"
"9572",0.59,0.51,2,145,5,0,0,0,"technical","medium"
"9573",0.74,0.54,5,221,3,0,0,0,"technical","medium"
"9574",0.43,0.51,2,123,3,0,0,0,"technical","medium"
"9575",0.85,0.99,6,153,6,0,0,0,"technical","medium"
"9576",0.46,0.54,3,183,4,0,0,0,"technical","medium"
"9577",0.48,0.56,4,271,3,0,0,0,"technical","high"
"9578",0.96,1,4,167,2,1,0,0,"technical","low"
"9579",0.55,0.9,4,177,3,0,0,0,"support","medium"
"9580",0.82,0.74,3,256,3,1,0,0,"support","medium"
"9581",0.24,0.65,3,143,4,0,0,0,"support","medium"
"9582",0.69,0.71,3,241,3,0,0,0,"support","medium"
"9583",0.29,0.68,4,210,3,0,0,0,"support","low"
"9584",0.53,0.7,4,155,5,1,0,0,"support","low"
"9585",0.65,0.77,2,248,3,0,0,0,"support","low"
"9586",0.57,0.53,3,162,3,0,0,0,"support","low"
"9587",0.6,0.5,4,137,3,0,0,0,"support","low"
"9588",0.79,0.55,5,242,2,0,0,0,"support","low"
"9589",0.41,0.5,6,257,6,1,0,0,"support","low"
"9590",0.79,0.72,5,245,3,1,0,0,"technical","low"
"9591",0.5,0.8,3,234,3,0,0,0,"technical","low"
"9592",0.8,0.76,4,135,2,0,0,0,"technical","low"
"9593",0.61,0.79,5,269,2,0,0,0,"management","low"
"9594",0.99,0.68,4,238,3,0,0,0,"IT","low"
"9595",0.77,0.86,3,101,5,0,0,0,"IT","low"
"9596",0.7,0.52,5,200,2,1,0,0,"IT","low"
"9597",0.55,0.87,3,241,4,0,0,0,"IT","low"
"9598",0.87,0.63,3,143,3,1,0,0,"IT","low"
"9599",0.97,0.6,3,169,2,1,0,0,"product_mng","low"
"9600",0.56,0.99,4,270,2,0,0,0,"product_mng","low"
"9601",0.99,0.81,4,246,3,1,0,0,"product_mng","low"
"9602",0.57,0.66,4,151,2,0,0,0,"product_mng","low"
"9603",1,0.84,3,227,3,0,0,0,"IT","low"
"9604",0.97,0.74,3,134,3,1,0,0,"marketing","high"
"9605",0.81,0.54,4,155,4,0,0,0,"accounting","high"
"9606",0.76,0.48,5,173,3,0,0,0,"accounting","high"
"9607",0.95,0.55,5,134,3,0,0,0,"IT","medium"
"9608",0.81,0.65,3,195,2,0,0,0,"IT","medium"
"9609",0.8,0.65,3,264,4,0,0,0,"management","high"
"9610",0.72,0.57,3,203,2,1,0,0,"marketing","medium"
"9611",0.68,0.65,3,243,2,0,0,0,"sales","medium"
"9612",0.21,0.61,6,159,5,1,0,0,"accounting","medium"
"9613",0.46,0.4,3,145,2,0,0,0,"support","medium"
"9614",0.8,0.7,3,238,2,0,0,0,"technical","medium"
"9615",0.57,0.64,4,151,2,0,0,0,"management","medium"
"9616",0.58,0.57,5,205,2,0,0,0,"marketing","high"
"9617",0.91,1,4,211,3,0,0,0,"marketing","low"
"9618",0.63,0.67,5,169,2,0,0,0,"marketing","medium"
"9619",0.95,0.86,2,263,4,0,0,0,"sales","medium"
"9620",0.87,0.67,5,143,3,0,0,0,"sales","medium"
"9621",0.22,0.53,5,160,4,1,0,0,"sales","medium"
"9622",0.95,0.65,5,142,2,1,0,0,"sales","low"
"9623",0.18,0.5,4,169,4,0,0,0,"sales","low"
"9624",0.87,0.63,5,214,3,0,0,0,"sales","low"
"9625",0.23,0.84,5,131,5,0,0,0,"sales","low"
"9626",0.93,0.69,3,213,4,0,0,0,"sales","low"
"9627",0.58,0.75,4,244,4,0,0,0,"sales","low"
"9628",0.68,0.55,4,169,3,1,0,0,"sales","low"
"9629",0.76,0.71,4,156,3,0,0,0,"sales","low"
"9630",0.68,0.84,5,161,3,0,0,0,"sales","low"
"9631",0.99,0.47,3,152,5,0,0,0,"sales","low"
"9632",0.64,0.55,3,201,2,0,0,0,"sales","low"
"9633",0.61,0.83,5,269,5,1,0,0,"sales","low"
"9634",0.51,0.5,5,242,2,0,0,0,"sales","low"
"9635",0.69,0.66,3,113,4,0,0,0,"sales","low"
"9636",0.85,0.6,3,251,2,0,0,0,"sales","low"
"9637",0.55,0.89,6,99,3,0,0,0,"sales","low"
"9638",0.56,0.89,4,263,3,0,0,0,"accounting","low"
"9639",0.69,0.68,4,214,4,0,0,0,"accounting","low"
"9640",0.61,0.46,4,172,3,0,0,0,"accounting","low"
"9641",0.47,0.65,4,172,2,0,0,0,"hr","low"
"9642",0.58,0.79,4,196,3,1,0,0,"hr","low"
"9643",0.16,0.56,5,152,5,0,0,0,"hr","medium"
"9644",0.53,0.64,2,109,3,0,0,0,"hr","medium"
"9645",0.82,0.82,5,193,4,0,0,0,"technical","medium"
"9646",0.68,0.61,4,227,3,0,0,0,"technical","medium"
"9647",0.6,0.72,3,181,2,0,0,0,"technical","medium"
"9648",0.93,0.44,5,190,5,0,0,0,"technical","medium"
"9649",0.58,0.49,2,107,3,0,0,0,"technical","medium"
"9650",0.61,0.96,4,161,3,1,0,0,"technical","medium"
"9651",0.74,0.71,4,243,3,0,0,0,"technical","medium"
"9652",0.88,0.91,3,157,2,0,0,0,"technical","medium"
"9653",0.94,0.8,6,147,3,0,0,0,"technical","medium"
"9654",0.44,0.46,3,121,3,0,0,0,"technical","medium"
"9655",0.73,0.52,3,274,2,0,0,0,"technical","high"
"9656",0.9,0.68,4,204,4,1,0,0,"support","low"
"9657",0.97,0.49,3,199,2,0,0,0,"support","medium"
"9658",0.86,0.96,5,246,3,0,0,0,"support","medium"
"9659",0.81,0.98,3,141,3,0,0,0,"support","medium"
"9660",0.24,0.76,6,213,4,0,0,0,"support","medium"
"9661",0.92,0.97,4,199,3,0,0,0,"support","low"
"9662",0.34,0.62,2,257,6,1,0,0,"support","low"
"9663",0.95,0.53,4,143,3,0,0,0,"support","low"
"9664",0.94,0.81,3,150,2,0,0,0,"support","low"
"9665",0.54,0.82,3,284,2,1,0,0,"support","low"
"9666",0.87,0.57,3,149,3,0,0,0,"support","low"
"9667",0.54,0.74,4,160,6,0,0,0,"technical","low"
"9668",0.75,0.49,4,208,4,0,0,0,"technical","low"
"9669",0.88,1,3,248,3,0,0,0,"technical","medium"
"9670",0.78,0.86,3,210,3,0,0,0,"management","medium"
"9671",0.88,0.71,5,219,2,0,0,0,"IT","medium"
"9672",0.51,0.94,4,155,3,0,0,0,"IT","medium"
"9673",0.31,0.7,4,182,3,0,0,0,"IT","medium"
"9674",0.22,1,6,244,3,0,0,0,"IT","medium"
"9675",0.56,0.83,5,157,3,0,0,0,"IT","medium"
"9676",0.38,0.63,2,182,2,0,0,0,"product_mng","medium"
"9677",0.56,0.47,5,185,4,0,0,0,"product_mng","medium"
"9678",0.55,0.9,4,206,3,0,0,0,"product_mng","medium"
"9679",0.74,0.99,4,156,3,0,0,0,"product_mng","medium"
"9680",0.64,0.92,5,211,2,1,0,0,"IT","medium"
"9681",0.69,0.91,6,247,6,0,0,0,"RandD","medium"
"9682",0.99,0.54,3,247,3,0,0,0,"RandD","medium"
"9683",0.66,0.75,4,235,3,0,0,0,"RandD","medium"
"9684",0.79,0.93,5,169,3,0,0,0,"RandD","medium"
"9685",0.92,0.54,3,246,3,0,0,0,"RandD","medium"
"9686",0.84,0.49,3,172,4,0,0,0,"RandD","medium"
"9687",0.31,0.59,4,218,5,0,0,0,"marketing","medium"
"9688",0.34,0.52,6,265,6,0,0,0,"sales","medium"
"9689",0.88,0.96,5,173,4,0,0,0,"accounting","medium"
"9690",0.8,0.84,3,195,3,0,0,0,"support","medium"
"9691",0.75,0.92,3,160,3,1,0,0,"technical","medium"
"9692",0.71,0.7,4,237,4,0,0,0,"management","medium"
"9693",0.66,0.49,3,206,2,0,0,0,"marketing","medium"
"9694",0.54,0.72,6,222,5,0,0,0,"marketing","high"
"9695",0.47,0.4,3,113,3,0,0,0,"marketing","high"
"9696",0.87,0.79,3,244,3,0,0,0,"sales","high"
"9697",0.9,0.52,3,162,2,0,0,0,"sales","high"
"9698",0.51,0.63,3,234,2,0,0,0,"sales","high"
"9699",0.62,0.71,4,168,2,0,0,0,"sales","high"
"9700",0.47,0.43,3,120,3,0,0,0,"sales","high"
"9701",0.59,0.94,5,274,2,0,0,0,"sales","high"
"9702",0.87,0.62,4,202,3,0,0,0,"sales","high"
"9703",0.59,0.97,3,209,3,0,0,0,"sales","high"
"9704",0.87,0.71,6,224,6,0,0,0,"sales","high"
"9705",0.89,0.93,3,168,2,0,0,0,"sales","high"
"9706",0.73,0.68,4,227,3,0,0,0,"sales","low"
"9707",0.79,0.98,3,217,3,0,0,0,"sales","low"
"9708",0.8,0.74,2,205,3,1,0,0,"sales","low"
"9709",0.73,0.89,5,223,3,0,0,0,"sales","low"
"9710",0.96,0.9,3,175,3,1,0,0,"sales","low"
"9711",0.66,0.96,3,175,2,0,0,0,"sales","low"
"9712",0.53,0.97,4,254,3,0,0,0,"sales","low"
"9713",0.86,0.56,5,215,2,0,0,0,"sales","low"
"9714",0.92,0.86,3,166,4,0,0,0,"sales","low"
"9715",0.31,0.95,5,205,3,0,0,0,"accounting","low"
"9716",0.69,0.73,4,233,2,0,0,0,"accounting","low"
"9717",0.7,0.83,3,189,3,0,0,0,"accounting","low"
"9718",0.63,0.74,4,202,3,0,0,0,"hr","low"
"9719",0.24,0.53,6,165,5,0,0,0,"hr","low"
"9720",0.13,0.94,4,213,5,1,0,0,"hr","low"
"9721",0.47,0.41,2,140,3,0,0,0,"hr","medium"
"9722",0.53,0.58,4,251,2,0,0,0,"technical","medium"
"9723",0.96,0.96,5,243,3,0,0,0,"technical","medium"
"9724",0.92,0.88,4,111,4,0,0,0,"technical","medium"
"9725",0.56,0.59,3,178,2,0,0,0,"technical","medium"
"9726",0.51,0.88,5,230,4,0,0,0,"technical","medium"
"9727",0.22,0.85,6,172,6,1,0,0,"technical","medium"
"9728",0.83,0.92,3,268,2,1,0,0,"technical","medium"
"9729",0.85,0.48,2,208,4,0,0,0,"technical","medium"
"9730",0.85,0.92,3,188,4,0,0,0,"technical","medium"
"9731",0.85,0.9,5,247,2,0,0,0,"technical","medium"
"9732",0.73,0.82,4,205,4,0,0,0,"technical","medium"
"9733",0.18,0.52,3,213,4,0,0,0,"support","high"
"9734",0.63,0.87,4,145,3,1,0,0,"support","high"
"9735",0.5,0.48,2,106,2,0,0,0,"support","high"
"9736",0.63,0.47,3,180,3,1,0,0,"support","high"
"9737",0.15,0.95,4,251,5,0,0,0,"support","high"
"9738",0.96,0.69,4,156,5,0,0,0,"support","high"
"9739",0.96,0.91,5,179,2,0,0,0,"support","high"
"9740",0.31,0.51,4,229,6,0,0,0,"support","high"
"9741",0.59,0.49,4,149,4,0,0,0,"support","low"
"9742",0.75,0.98,4,198,3,0,0,0,"support","low"
"9743",0.96,0.51,3,241,6,1,0,0,"support","low"
"9744",0.69,0.67,4,156,3,0,0,0,"technical","low"
"9745",0.92,0.89,3,220,2,0,0,0,"technical","low"
"9746",0.96,0.82,5,185,3,0,0,0,"technical","low"
"9747",0.67,0.7,4,222,3,0,0,0,"management","low"
"9748",0.49,0.56,3,221,3,1,0,0,"IT","low"
"9749",0.85,0.65,4,280,3,1,0,0,"IT","medium"
"9750",0.85,0.53,3,250,3,0,0,0,"IT","medium"
"9751",0.91,0.77,4,167,3,1,0,0,"IT","medium"
"9752",0.7,0.48,4,238,3,0,0,0,"IT","medium"
"9753",0.98,0.99,4,132,2,0,0,0,"product_mng","medium"
"9754",0.48,0.48,2,245,5,0,0,0,"product_mng","medium"
"9755",0.39,0.6,2,161,2,0,0,0,"product_mng","medium"
"9756",0.66,0.89,3,242,3,0,0,0,"product_mng","medium"
"9757",0.6,0.61,3,104,5,0,0,0,"IT","medium"
"9758",0.88,0.9,4,152,4,0,0,0,"RandD","medium"
"9759",0.85,0.83,3,226,2,0,0,0,"RandD","medium"
"9760",0.76,0.81,3,175,3,0,0,0,"RandD","medium"
"9761",1,0.67,5,241,4,0,0,0,"RandD","medium"
"9762",0.79,0.74,2,158,3,0,0,0,"RandD","medium"
"9763",0.63,0.52,5,226,4,0,0,0,"marketing","medium"
"9764",0.5,0.83,2,220,2,1,0,0,"sales","medium"
"9765",0.83,0.74,4,233,3,0,0,0,"accounting","medium"
"9766",0.71,0.81,3,141,3,0,0,0,"support","medium"
"9767",0.94,0.87,4,157,3,0,0,0,"technical","medium"
"9768",0.56,0.57,2,112,4,0,0,0,"management","medium"
"9769",0.78,0.71,4,216,2,0,0,0,"marketing","medium"
"9770",0.34,0.46,5,131,3,0,0,0,"marketing","medium"
"9771",0.62,0.67,3,212,3,0,0,0,"marketing","medium"
"9772",0.82,0.74,3,163,2,0,0,0,"sales","high"
"9773",0.42,0.5,2,151,3,0,0,0,"sales","low"
"9774",0.51,0.79,3,137,3,0,0,0,"sales","medium"
"9775",0.63,0.78,2,158,5,1,0,0,"sales","medium"
"9776",0.43,0.81,3,102,3,0,0,0,"sales","medium"
"9777",0.5,0.49,5,256,3,0,0,0,"sales","medium"
"9778",0.81,0.87,4,203,2,0,0,0,"sales","medium"
"9779",0.63,0.7,5,177,2,1,0,0,"sales","medium"
"9780",0.86,0.7,4,197,3,0,0,0,"sales","medium"
"9781",0.92,0.91,3,202,2,0,0,0,"sales","medium"
"9782",0.72,0.78,3,229,2,0,0,0,"sales","medium"
"9783",0.78,0.63,4,181,2,0,0,0,"sales","medium"
"9784",0.76,0.65,3,254,2,0,0,0,"sales","low"
"9785",0.84,0.63,2,162,3,0,0,0,"sales","low"
"9786",0.78,0.54,4,102,3,0,0,0,"sales","low"
